#   t     T_i   Q_con  Q_rad  Q_tidal    u    Ur   Deta_L ratio 
# ==== ======= ====== ====== ========= ==== ===== ==============
  0.63 1418.48  40.33  15.61   0.38    4.55 0.396 -0.174
  0.64 1419.57  40.33  15.64   0.38    4.54 0.397 -0.181
  0.65 1420.67  40.32  15.68   0.38    4.53 0.398 -0.188
  0.66 1421.76  40.32  15.72   0.39    4.52 0.399 -0.195
  0.67 1422.85  40.31  15.75   0.39    4.51 0.400 -0.202
  0.68 1423.94  40.29  15.79   0.39    4.50 0.402 -0.209
  0.69 1425.03  40.28  15.82   0.39    4.49 0.403 -0.216
  0.70 1426.11  40.26  15.86   0.40    4.48 0.404 -0.222
  0.71 1427.19  40.25  15.90   0.40    4.47 0.405 -0.229
  0.72 1428.27  40.23  15.93   0.40    4.46 0.406 -0.236
  0.73 1429.34  40.21  15.97   0.41    4.45 0.407 -0.243
  0.74 1430.42  40.18  16.01   0.41    4.44 0.409 -0.249
  0.75 1431.49  40.16  16.05   0.41    4.43 0.410 -0.256
  0.76 1432.55  40.13  16.08   0.41    4.41 0.411 -0.263
  0.77 1433.62  40.10  16.12   0.42    4.40 0.412 -0.269
  0.78 1434.68  40.08  16.16   0.42    4.39 0.414 -0.276
  0.79 1435.74  40.07  16.20   0.42    4.38 0.415 -0.282
  0.80 1436.79  40.05  16.23   0.43    4.37 0.416 -0.289
  0.81 1437.85  40.03  16.27   0.43    4.36 0.417 -0.295
  0.82 1438.90  40.01  16.31   0.43    4.35 0.418 -0.302
  0.83 1439.94  39.99  16.35   0.43    4.34 0.420 -0.308
  0.84 1440.99  39.97  16.39   0.44    4.33 0.421 -0.314
  0.85 1442.03  39.95  16.43   0.44    4.32 0.422 -0.321
  0.86 1443.07  39.93  16.47   0.44    4.31 0.423 -0.327
  0.87 1444.11  39.91  16.51   0.44    4.30 0.425 -0.333
  0.88 1445.14  39.89  16.55   0.45    4.29 0.426 -0.340
  0.89 1446.17  39.87  16.59   0.45    4.28 0.427 -0.346
  0.90 1447.20  39.85  16.63   0.45    4.27 0.429 -0.352
  0.91 1448.22  39.83  16.67   0.46    4.26 0.430 -0.358
  0.92 1449.25  39.81  16.71   0.46    4.24 0.431 -0.365
  0.93 1450.27  39.79  16.75   0.46    4.23 0.432 -0.371
  0.94 1451.28  39.77  16.79   0.46    4.22 0.434 -0.377
  0.95 1452.30  39.75  16.83   0.47    4.21 0.435 -0.383
  0.96 1453.31  39.73  16.87   0.47    4.20 0.436 -0.389
  0.97 1454.32  39.71  16.91   0.47    4.19 0.438 -0.395
  0.98 1455.32  39.69  16.95   0.48    4.18 0.439 -0.401
  0.99 1456.32  39.67  17.00   0.48    4.17 0.440 -0.407
  1.00 1457.32  39.65  17.04   0.48    4.16 0.442 -0.413
  1.01 1458.32  39.63  17.08   0.48    4.15 0.443 -0.419
  1.02 1459.31  39.61  17.12   0.49    4.14 0.445 -0.425
  1.03 1460.30  39.59  17.16   0.49    4.13 0.446 -0.431
  1.04 1461.29  39.56  17.21   0.49    4.12 0.447 -0.437
  1.05 1462.27  39.54  17.25   0.50    4.11 0.449 -0.443
  1.06 1463.25  39.52  17.29   0.50    4.10 0.450 -0.448
  1.07 1464.23  39.50  17.34   0.50    4.09 0.452 -0.454
  1.08 1465.21  39.48  17.38   0.50    4.08 0.453 -0.460
  1.09 1466.18  39.46  17.42   0.51    4.07 0.454 -0.466
  1.10 1467.15  39.44  17.47   0.51    4.06 0.456 -0.472
  1.11 1468.11  39.42  17.51   0.51    4.06 0.457 -0.477
  1.12 1469.08  39.40  17.56   0.51    4.05 0.459 -0.483
  1.13 1470.04  39.38  17.60   0.52    4.04 0.460 -0.488
  1.14 1470.99  39.35  17.65   0.52    4.03 0.462 -0.494
  1.15 1471.95  39.33  17.69   0.52    4.02 0.463 -0.500
  1.16 1472.90  39.31  17.74   0.53    4.01 0.465 -0.505
  1.17 1473.85  39.29  17.78   0.53    4.00 0.466 -0.511
  1.18 1474.79  39.26  17.83   0.53    3.99 0.468 -0.516
  1.19 1475.73  39.24  17.88   0.53    3.98 0.469 -0.522
  1.20 1476.67  39.22  17.92   0.54    3.97 0.471 -0.527
  1.21 1477.60  39.20  17.97   0.54    3.96 0.472 -0.533
  1.22 1478.53  39.17  18.02   0.54    3.95 0.474 -0.538
  1.23 1479.46  39.15  18.06   0.54    3.94 0.475 -0.543
  1.24 1480.39  39.13  18.11   0.55    3.93 0.477 -0.549
  1.25 1481.31  39.11  18.16   0.55    3.92 0.478 -0.554
  1.26 1482.22  39.09  18.21   0.55    3.91 0.480 -0.559
  1.27 1483.14  39.06  18.25   0.56    3.90 0.482 -0.565
  1.28 1484.05  39.04  18.30   0.56    3.89 0.483 -0.570
  1.29 1484.96  39.02  18.35   0.56    3.88 0.485 -0.575
  1.30 1485.86  39.00  18.40   0.56    3.87 0.486 -0.580
  1.31 1486.76  38.97  18.45   0.57    3.87 0.488 -0.585
  1.32 1487.66  38.95  18.50   0.57    3.86 0.490 -0.591
  1.33 1488.56  38.93  18.55   0.57    3.85 0.491 -0.596
  1.34 1489.45  38.91  18.60   0.58    3.84 0.493 -0.601
  1.35 1490.34  38.88  18.65   0.58    3.83 0.494 -0.606
  1.36 1491.22  38.86  18.70   0.58    3.82 0.496 -0.611
  1.37 1492.10  38.84  18.75   0.58    3.81 0.498 -0.616
  1.38 1492.98  38.82  18.80   0.59    3.80 0.499 -0.621
  1.39 1493.85  38.80  18.85   0.59    3.79 0.501 -0.626
  1.40 1494.72  38.78  18.90   0.59    3.79 0.503 -0.631
  1.41 1495.59  38.75  18.95   0.60    3.78 0.504 -0.636
  1.42 1496.46  38.73  19.01   0.60    3.77 0.506 -0.641
  1.43 1497.32  38.71  19.06   0.60    3.76 0.508 -0.645
  1.44 1498.17  38.69  19.11   0.60    3.75 0.510 -0.650
  1.45 1499.03  38.67  19.16   0.61    3.74 0.511 -0.655
  1.46 1499.88  38.65  19.22   0.61    3.73 0.513 -0.660
  1.47 1500.72  38.63  19.27   0.61    3.73 0.515 -0.665
  1.48 1501.57  38.61  19.32   0.61    3.72 0.516 -0.669
  1.49 1502.41  38.58  19.38   0.62    3.71 0.518 -0.674
  1.50 1503.24  38.56  19.43   0.62    3.70 0.520 -0.679
  1.51 1504.08  38.54  19.49   0.62    3.69 0.522 -0.683
  1.52 1504.91  38.52  19.54   0.63    3.69 0.524 -0.688
  1.53 1505.73  38.50  19.60   0.63    3.68 0.525 -0.693
  1.54 1506.55  38.48  19.65   0.63    3.67 0.527 -0.697
  1.55 1507.37  38.46  19.71   0.64    3.66 0.529 -0.702
  1.56 1508.19  38.44  19.76   0.64    3.65 0.531 -0.706
  1.57 1509.00  38.42  19.82   0.64    3.65 0.533 -0.711
  1.58 1509.81  38.40  19.88   0.64    3.64 0.534 -0.715
  1.59 1510.61  38.38  19.93   0.65    3.63 0.536 -0.720
  1.60 1511.41  38.36  19.99   0.65    3.62 0.538 -0.724
  1.61 1512.21  38.34  20.05   0.65    3.61 0.540 -0.729
  1.62 1513.00  38.31  20.11   0.66    3.61 0.542 -0.733
  1.63 1513.79  38.29  20.16   0.66    3.60 0.544 -0.737
  1.64 1514.58  38.27  20.22   0.66    3.59 0.546 -0.742
  1.65 1515.36  38.25  20.28   0.67    3.58 0.548 -0.746
  1.66 1516.14  38.23  20.34   0.67    3.58 0.549 -0.750
  1.67 1516.91  38.21  20.40   0.67    3.57 0.551 -0.755
  1.68 1517.68  38.19  20.46   0.67    3.56 0.553 -0.759
  1.69 1518.45  38.17  20.52   0.68    3.55 0.555 -0.763
  1.70 1519.21  38.15  20.58   0.68    3.55 0.557 -0.767
  1.71 1519.97  38.13  20.64   0.68    3.54 0.559 -0.771
  1.72 1520.73  38.11  20.70   0.69    3.53 0.561 -0.775
  1.73 1521.48  38.09  20.76   0.69    3.53 0.563 -0.780
  1.74 1522.23  38.07  20.82   0.69    3.52 0.565 -0.784
  1.75 1522.97  38.05  20.89   0.70    3.51 0.567 -0.788
  1.76 1523.71  38.03  20.95   0.70    3.50 0.569 -0.792
  1.77 1524.45  38.01  21.01   0.70    3.50 0.571 -0.796
  1.78 1525.18  37.99  21.08   0.71    3.49 0.573 -0.800
  1.79 1525.91  37.98  21.14   0.71    3.48 0.575 -0.804
  1.80 1526.64  37.96  21.20   0.71    3.48 0.577 -0.808
  1.81 1527.36  37.94  21.27   0.72    3.47 0.579 -0.812
  1.82 1528.08  37.92  21.33   0.72    3.46 0.582 -0.815
  1.83 1528.79  37.90  21.40   0.72    3.46 0.584 -0.819
  1.84 1529.50  37.88  21.46   0.73    3.45 0.586 -0.823
  1.85 1530.20  37.86  21.53   0.73    3.44 0.588 -0.827
  1.86 1530.91  37.84  21.59   0.73    3.44 0.590 -0.831
  1.87 1531.60  37.83  21.66   0.74    3.43 0.592 -0.834
  1.88 1532.30  37.81  21.73   0.74    3.42 0.594 -0.838
  1.89 1532.99  37.79  21.79   0.74    3.42 0.596 -0.842
  1.90 1533.67  37.77  21.86   0.75    3.41 0.599 -0.846
  1.91 1534.35  37.76  21.93   0.75    3.41 0.601 -0.849
  1.92 1535.03  37.74  22.00   0.76    3.40 0.603 -0.853
  1.93 1535.71  37.72  22.06   0.76    3.39 0.605 -0.856
  1.94 1536.37  37.70  22.13   0.76    3.39 0.607 -0.860
  1.95 1537.04  37.69  22.20   0.77    3.38 0.609 -0.864
  1.96 1537.70  37.67  22.27   0.77    3.38 0.612 -0.867
  1.97 1538.36  37.65  22.34   0.77    3.37 0.614 -0.871
  1.98 1539.01  37.64  22.41   0.78    3.36 0.616 -0.874
  1.99 1539.66  37.62  22.48   0.78    3.36 0.618 -0.878
  2.00 1540.31  37.60  22.56   0.79    3.35 0.621 -0.881
  2.01 1540.95  37.59  22.63   0.79    3.35 0.623 -0.884
  2.02 1541.58  37.57  22.70   0.79    3.34 0.625 -0.888
  2.03 1542.22  37.56  22.77   0.80    3.34 0.628 -0.891
  2.04 1542.84  37.54  22.84   0.80    3.33 0.630 -0.894
  2.05 1543.47  37.52  22.92   0.81    3.32 0.632 -0.898
  2.06 1544.09  37.51  22.99   0.81    3.32 0.635 -0.901
  2.07 1544.70  37.49  23.07   0.82    3.31 0.637 -0.904
  2.08 1545.32  37.48  23.14   0.82    3.31 0.639 -0.908
  2.09 1545.92  37.46  23.22   0.82    3.30 0.642 -0.911
  2.10 1546.53  37.45  23.29   0.83    3.30 0.644 -0.914
  2.11 1547.12  37.43  23.37   0.83    3.29 0.647 -0.917
  2.12 1547.72  37.42  23.44   0.84    3.29 0.649 -0.920
  2.13 1548.31  37.40  23.52   0.84    3.28 0.651 -0.923
  2.14 1548.90  37.39  23.60   0.85    3.28 0.654 -0.926
  2.15 1549.48  37.37  23.68   0.85    3.27 0.656 -0.929
  2.16 1550.05  37.36  23.75   0.86    3.27 0.659 -0.932
  2.17 1550.63  37.34  23.83   0.86    3.26 0.661 -0.935
  2.18 1551.19  37.33  23.91   0.87    3.26 0.664 -0.938
  2.19 1551.76  37.32  23.99   0.87    3.25 0.666 -0.941
  2.20 1552.32  37.30  24.07   0.88    3.25 0.669 -0.944
  2.21 1552.87  37.29  24.15   0.88    3.24 0.671 -0.947
  2.22 1553.42  37.27  24.23   0.89    3.24 0.674 -0.950
  2.23 1553.97  37.26  24.31   0.89    3.23 0.676 -0.953
  2.24 1554.51  37.25  24.40   0.90    3.23 0.679 -0.956
  2.25 1555.05  37.23  24.48   0.90    3.22 0.682 -0.959
  2.26 1555.58  37.22  24.56   0.91    3.22 0.684 -0.961
  2.27 1556.11  37.21  24.64   0.91    3.22 0.687 -0.964
  2.28 1556.63  37.19  24.73   0.92    3.21 0.690 -0.967
  2.29 1557.15  37.18  24.81   0.92    3.21 0.692 -0.970
  2.30 1557.66  37.17  24.90   0.93    3.20 0.695 -0.972
  2.31 1558.17  37.15  24.98   0.94    3.20 0.698 -0.975
  2.32 1558.67  37.14  25.07   0.94    3.19 0.700 -0.977
  2.33 1559.17  37.13  25.15   0.95    3.19 0.703 -0.980
  2.34 1559.67  37.12  25.24   0.95    3.19 0.706 -0.983
  2.35 1560.16  37.10  25.33   0.96    3.18 0.709 -0.985
  2.36 1560.64  37.09  25.42   0.97    3.18 0.711 -0.988
  2.37 1561.12  37.08  25.50   0.97    3.17 0.714 -0.990
  2.38 1561.60  37.07  25.59   0.98    3.17 0.717 -0.993
  2.39 1562.07  37.05  25.68   0.99    3.17 0.720 -0.995
  2.40 1562.53  37.04  25.77   0.99    3.16 0.723 -0.997
  2.41 1562.99  37.03  25.86   1.00    3.16 0.725 -1.000
  2.42 1563.45  37.02  25.95   1.01    3.15 0.728 -1.002
  2.43 1563.90  37.01  26.05   1.01    3.15 0.731 -1.004
  2.44 1564.35  37.00  26.14   1.02    3.15 0.734 -1.007
  2.45 1564.79  36.99  26.23   1.03    3.14 0.737 -1.009
  2.46 1565.23  36.98  26.32   1.03    3.14 0.740 -1.011
  2.47 1565.66  36.96  26.42   1.04    3.14 0.743 -1.013
  2.48 1566.08  36.95  26.51   1.05    3.13 0.746 -1.016
  2.49 1566.50  36.94  26.61   1.06    3.13 0.749 -1.018
  2.50 1566.92  36.93  26.70   1.06    3.12 0.752 -1.020
  2.51 1567.33  36.92  26.80   1.07    3.12 0.755 -1.022
  2.52 1567.74  36.91  26.90   1.08    3.12 0.758 -1.024
  2.53 1568.14  36.90  26.99   1.09    3.11 0.761 -1.026
  2.54 1568.53  36.89  27.09   1.10    3.11 0.764 -1.028
  2.55 1568.92  36.88  27.19   1.10    3.11 0.767 -1.030
  2.56 1569.30  36.87  27.29   1.11    3.11 0.770 -1.032
  2.57 1569.68  36.86  27.39   1.12    3.10 0.773 -1.034
  2.58 1570.06  36.85  27.49   1.13    3.10 0.777 -1.036
  2.59 1570.43  36.84  27.59   1.14    3.10 0.780 -1.038
  2.60 1570.79  36.84  27.69   1.15    3.09 0.783 -1.040
  2.61 1571.15  36.83  27.79   1.16    3.09 0.786 -1.042
  2.62 1571.50  36.82  27.90   1.17    3.09 0.789 -1.043
  2.63 1571.85  36.81  28.00   1.18    3.08 0.793 -1.045
  2.64 1572.19  36.80  28.10   1.19    3.08 0.796 -1.047
  2.65 1572.52  36.79  28.21   1.20    3.08 0.799 -1.049
  2.66 1572.85  36.78  28.32   1.21    3.08 0.803 -1.050
  2.67 1573.18  36.78  28.42   1.22    3.07 0.806 -1.052
  2.68 1573.50  36.77  28.53   1.23    3.07 0.809 -1.054
  2.69 1573.81  36.76  28.64   1.24    3.07 0.813 -1.055
  2.70 1574.12  36.75  28.74   1.25    3.07 0.816 -1.057
  2.71 1574.42  36.74  28.85   1.26    3.06 0.820 -1.058
  2.72 1574.72  36.74  28.96   1.27    3.06 0.823 -1.060
  2.73 1575.01  36.73  29.07   1.28    3.06 0.826 -1.061
  2.74 1575.29  36.72  29.18   1.29    3.06 0.830 -1.063
  2.75 1575.57  36.72  29.29   1.31    3.05 0.833 -1.064
  2.76 1575.84  36.71  29.41   1.32    3.05 0.837 -1.065
  2.77 1576.11  36.70  29.52   1.33    3.05 0.841 -1.067
  2.78 1576.37  36.70  29.63   1.34    3.05 0.844 -1.068
  2.79 1576.62  36.69  29.75   1.36    3.05 0.848 -1.069
  2.80 1576.87  36.68  29.86   1.37    3.04 0.851 -1.071
  2.81 1577.12  36.68  29.98   1.38    3.04 0.855 -1.072
  2.82 1577.35  36.67  30.09   1.40    3.04 0.859 -1.073
  2.83 1577.58  36.67  30.21   1.41    3.04 0.862 -1.074
  2.84 1577.81  36.66  30.33   1.42    3.04 0.866 -1.075
  2.85 1578.02  36.65  30.45   1.44    3.03 0.870 -1.077
  2.86 1578.24  36.65  30.57   1.45    3.03 0.874 -1.078
  2.87 1578.44  36.64  30.69   1.47    3.03 0.878 -1.079
  2.88 1578.64  36.64  30.81   1.48    3.03 0.881 -1.080
  2.89 1578.83  36.63  30.93   1.50    3.03 0.885 -1.081
  2.90 1579.02  36.63  31.05   1.52    3.03 0.889 -1.082
  2.91 1579.20  36.63  31.18   1.53    3.03 0.893 -1.082
  2.92 1579.37  36.62  31.30   1.55    3.02 0.897 -1.083
  2.93 1579.54  36.62  31.42   1.57    3.02 0.901 -1.084
  2.94 1579.70  36.61  31.55   1.58    3.02 0.905 -1.085
  2.95 1579.85  36.61  31.68   1.60    3.02 0.909 -1.086
  2.96 1580.00  36.61  31.80   1.62    3.02 0.913 -1.086
  2.97 1580.14  36.60  31.93   1.64    3.02 0.917 -1.087
  2.98 1580.27  36.60  32.06   1.66    3.02 0.921 -1.088
  2.99 1580.40  36.60  32.19   1.68    3.02 0.925 -1.088
  3.00 1580.52  36.59  32.32   1.70    3.02 0.930 -1.089
  3.01 1580.63  36.59  32.45   1.72    3.01 0.934 -1.090
  3.02 1580.74  36.59  32.59   1.74    3.01 0.938 -1.090
  3.03 1580.84  36.58  32.72   1.76    3.01 0.942 -1.091
  3.04 1580.93  36.58  32.85   1.78    3.01 0.947 -1.091
  3.05 1581.01  36.58  32.99   1.80    3.01 0.951 -1.092
  3.06 1581.09  36.58  33.12   1.82    3.01 0.955 -1.092
  3.07 1581.16  36.58  33.26   1.85    3.01 0.960 -1.092
  3.08 1581.22  36.57  33.40   1.87    3.01 0.964 -1.093
  3.09 1581.28  36.57  33.54   1.89    3.01 0.969 -1.093
  3.10 1581.33  36.57  33.67   1.92    3.01 0.973 -1.093
  3.11 1581.37  36.57  33.81   1.94    3.01 0.978 -1.093
  3.12 1581.40  36.57  33.96   1.97    3.01 0.982 -1.094
  3.13 1581.43  36.57  34.10   2.00    3.01 0.987 -1.094
  3.14 1581.44  36.57  34.24   2.02    3.01 0.992 -1.094
  3.15 1581.45  36.57  34.39   2.05    3.01 0.996 -1.094
  3.16 1581.46  36.57  34.53   2.08    3.01 1.001 -1.094
  3.17 1581.45  36.57  34.68   2.11    3.01 1.006 -1.094
  3.18 1581.44  36.57  34.82   2.14    3.01 1.011 -1.094
  3.19 1581.41  36.57  34.97   2.17    3.01 1.016 -1.094
  3.20 1581.38  36.57  35.12   2.20    3.01 1.020 -1.093
  3.21 1581.35  36.57  35.27   2.23    3.01 1.025 -1.093
  3.22 1581.30  36.57  35.42   2.26    3.01 1.030 -1.093
  3.23 1581.25  36.57  35.57   2.30    3.01 1.035 -1.093
  3.24 1581.18  36.58  35.72   2.33    3.01 1.040 -1.092
  3.25 1581.11  36.58  35.88   2.37    3.01 1.046 -1.092
  3.26 1581.03  36.58  36.03   2.40    3.01 1.051 -1.092
  3.27 1580.95  36.58  36.19   2.44    3.01 1.056 -1.091
  3.28 1580.85  36.58  36.34   2.48    3.01 1.061 -1.091
  3.29 1580.74  36.59  36.50   2.52    3.01 1.066 -1.090
  3.30 1580.63  36.59  36.66   2.56    3.01 1.072 -1.090
  3.31 1580.51  36.59  36.82   2.60    3.02 1.077 -1.089
  3.32 1580.38  36.60  36.98   2.64    3.02 1.083 -1.088
  3.33 1580.23  36.60  37.14   2.68    3.02 1.088 -1.088
  3.34 1580.08  36.60  37.31   2.73    3.02 1.094 -1.087
  3.35 1579.93  36.61  37.47   2.77    3.02 1.099 -1.086
  3.36 1579.76  36.61  37.64   2.82    3.02 1.105 -1.085
  3.37 1579.58  36.62  37.80   2.87    3.02 1.111 -1.084
  3.38 1579.39  36.62  37.97   2.92    3.02 1.117 -1.083
  3.39 1579.19  36.63  38.14   2.97    3.03 1.122 -1.082
  3.40 1578.99  36.63  38.31   3.02    3.03 1.128 -1.081
  3.41 1578.77  36.64  38.48   3.08    3.03 1.134 -1.080
  3.42 1578.54  36.64  38.65   3.13    3.03 1.140 -1.079
  3.43 1578.31  36.65  38.83   3.19    3.03 1.146 -1.078
  3.44 1578.06  36.65  39.00   3.25    3.03 1.153 -1.077
  3.45 1577.80  36.66  39.18   3.31    3.04 1.159 -1.075
  3.46 1577.53  36.67  39.35   3.37    3.04 1.165 -1.074
  3.47 1577.26  36.67  39.53   3.43    3.04 1.172 -1.073
  3.48 1576.97  36.68  39.71   3.50    3.04 1.178 -1.071
  3.49 1576.67  36.69  39.89   3.57    3.05 1.185 -1.070
  3.50 1576.36  36.70  40.07   3.64    3.05 1.191 -1.068
  3.51 1576.03  36.70  40.26   3.71    3.05 1.198 -1.066
  3.52 1575.70  36.71  40.44   3.78    3.05 1.205 -1.065
  3.53 1575.36  36.72  40.63   3.86    3.06 1.211 -1.063
  3.54 1575.00  36.73  40.81   3.94    3.06 1.218 -1.061
  3.55 1574.63  36.74  41.00   4.02    3.06 1.225 -1.059
  3.56 1574.25  36.75  41.19   4.10    3.07 1.233 -1.057
  3.57 1573.86  36.76  41.38   4.19    3.07 1.240 -1.055
  3.58 1573.46  36.77  41.57   4.28    3.07 1.247 -1.053
  3.59 1573.04  36.78  41.77   4.37    3.07 1.254 -1.051
  3.60 1572.62  36.79  41.96   4.47    3.08 1.262 -1.049
  3.61 1572.18  36.80  42.16   4.57    3.08 1.270 -1.047
  3.62 1571.72  36.81  42.35   4.67    3.09 1.277 -1.045
  3.63 1571.25  36.82  42.55   4.77    3.09 1.285 -1.042
  3.64 1570.77  36.84  42.75   4.88    3.09 1.293 -1.040
  3.65 1570.28  36.85  42.95   4.99    3.10 1.301 -1.037
  3.66 1569.77  36.86  43.16   5.11    3.10 1.309 -1.035
  3.67 1569.25  36.87  43.36   5.23    3.11 1.318 -1.032
  3.68 1568.72  36.89  43.57   5.35    3.11 1.326 -1.029
  3.69 1568.17  36.90  43.77   5.48    3.11 1.335 -1.026
  3.70 1567.60  36.92  43.98   5.62    3.12 1.344 -1.023
  3.71 1567.02  36.93  44.19   5.75    3.12 1.352 -1.021
  3.72 1566.43  36.94  44.40   5.90    3.13 1.361 -1.017
  3.73 1565.82  36.96  44.61   6.05    3.13 1.371 -1.014
  3.74 1565.19  36.98  44.83   6.20    3.14 1.380 -1.011
  3.75 1564.55  36.99  45.05   6.36    3.14 1.390 -1.008
  3.76 1563.89  37.01  45.26   6.52    3.15 1.399 -1.004
  3.77 1563.22  37.03  45.48   6.70    3.16 1.409 -1.001
  3.78 1562.53  37.04  45.70   6.87    3.16 1.419 -0.997
  3.79 1561.82  37.06  45.92   7.06    3.17 1.430 -0.994
  3.80 1561.09  37.08  46.15   7.25    3.17 1.440 -0.990
  3.81 1560.35  37.10  46.37   7.45    3.18 1.451 -0.986
  3.82 1559.58  37.12  46.60   7.66    3.19 1.462 -0.982
  3.83 1558.80  37.14  46.83   7.87    3.19 1.473 -0.978
  3.84 1558.00  37.16  47.06   8.09    3.20 1.484 -0.974
  3.85 1557.18  37.18  47.29   8.33    3.21 1.496 -0.970
  3.86 1556.34  37.20  47.52   8.57    3.21 1.508 -0.965
  3.87 1555.48  37.22  47.76   8.82    3.22 1.520 -0.961
  3.88 1554.59  37.24  47.99   9.08    3.23 1.532 -0.956
  3.89 1553.69  37.27  48.23   9.36    3.24 1.545 -0.952
  3.90 1552.76  37.29  48.47   9.64    3.24 1.558 -0.947
  3.91 1551.81  37.31  48.71   9.94    3.25 1.572 -0.942
  3.92 1550.84  37.34  48.96  10.25    3.26 1.586 -0.937
  3.93 1549.84  37.36  49.20  10.57    3.27 1.600 -0.931
  3.94 1548.82  37.39  49.45  10.91    3.28 1.614 -0.926
  3.95 1547.77  37.42  49.70  11.26    3.29 1.629 -0.920
  3.96 1546.70  37.44  49.95  11.62    3.30 1.644 -0.915
