#   t     T_i   Q_con  Q_rad  Q_tidal    u    Ur   Deta_L ratio 
# ==== ======= ====== ====== ========= ==== ===== ==============
  0.78 1455.69  39.68   9.78   0.44    4.18 0.258 -0.403
  0.79 1457.02  39.65   9.80   0.44    4.17 0.258 -0.411
  0.80 1458.34  39.63   9.83   0.45    4.15 0.259 -0.419
  0.81 1459.66  39.60   9.85   0.45    4.14 0.260 -0.427
  0.82 1460.98  39.57   9.87   0.45    4.13 0.261 -0.435
  0.83 1462.30  39.54   9.90   0.46    4.11 0.262 -0.443
  0.84 1463.61  39.52   9.92   0.46    4.10 0.263 -0.451
  0.85 1464.93  39.49   9.94   0.46    4.09 0.264 -0.458
  0.86 1466.24  39.46   9.97   0.47    4.07 0.264 -0.466
  0.87 1467.54  39.43   9.99   0.47    4.06 0.265 -0.474
  0.88 1468.85  39.40  10.01   0.47    4.05 0.266 -0.482
  0.89 1470.15  39.37  10.04   0.48    4.03 0.267 -0.489
  0.90 1471.45  39.34  10.06   0.48    4.02 0.268 -0.497
  0.91 1472.75  39.31  10.09   0.48    4.01 0.269 -0.504
  0.92 1474.04  39.28  10.11   0.48    3.99 0.270 -0.512
  0.93 1475.33  39.25  10.14   0.49    3.98 0.271 -0.519
  0.94 1476.62  39.22  10.16   0.49    3.97 0.272 -0.527
  0.95 1477.91  39.19  10.19   0.49    3.96 0.273 -0.534
  0.96 1479.19  39.16  10.21   0.50    3.94 0.273 -0.542
  0.97 1480.47  39.13  10.24   0.50    3.93 0.274 -0.549
  0.98 1481.75  39.10  10.26   0.50    3.92 0.275 -0.557
  0.99 1483.03  39.07  10.29   0.51    3.90 0.276 -0.564
  1.00 1484.30  39.03  10.31   0.51    3.89 0.277 -0.571
  1.01 1485.57  39.00  10.34   0.51    3.88 0.278 -0.579
  1.02 1486.84  38.97  10.36   0.52    3.86 0.279 -0.586
  1.03 1488.11  38.94  10.39   0.52    3.85 0.280 -0.593
  1.04 1489.37  38.91  10.41   0.52    3.84 0.281 -0.600
  1.05 1490.63  38.88  10.44   0.53    3.83 0.282 -0.608
  1.06 1491.88  38.85  10.47   0.53    3.81 0.283 -0.615
  1.07 1493.14  38.81  10.49   0.53    3.80 0.284 -0.622
  1.08 1494.39  38.78  10.52   0.54    3.79 0.285 -0.629
  1.09 1495.64  38.75  10.55   0.54    3.78 0.286 -0.636
  1.10 1496.88  38.72  10.57   0.54    3.76 0.287 -0.643
  1.11 1498.13  38.69  10.60   0.55    3.75 0.288 -0.650
  1.12 1499.37  38.66  10.63   0.55    3.74 0.289 -0.657
  1.13 1500.61  38.63  10.65   0.55    3.73 0.290 -0.664
  1.14 1501.84  38.60  10.68   0.56    3.72 0.291 -0.671
  1.15 1503.07  38.57  10.71   0.56    3.70 0.292 -0.678
  1.16 1504.30  38.54  10.74   0.56    3.69 0.293 -0.685
  1.17 1505.53  38.51  10.76   0.57    3.68 0.294 -0.692
  1.18 1506.75  38.48  10.79   0.57    3.67 0.295 -0.698
  1.19 1507.97  38.44  10.82   0.57    3.66 0.296 -0.705
  1.20 1509.19  38.41  10.85   0.57    3.64 0.297 -0.712
  1.21 1510.41  38.38  10.88   0.58    3.63 0.298 -0.719
  1.22 1511.62  38.35  10.90   0.58    3.62 0.300 -0.725
  1.23 1512.83  38.32  10.93   0.58    3.61 0.301 -0.732
  1.24 1514.04  38.29  10.96   0.59    3.60 0.302 -0.739
  1.25 1515.24  38.26  10.99   0.59    3.59 0.303 -0.745
  1.26 1516.44  38.23  11.02   0.59    3.57 0.304 -0.752
  1.27 1517.64  38.19  11.05   0.60    3.56 0.305 -0.759
  1.28 1518.83  38.16  11.08   0.60    3.55 0.306 -0.765
  1.29 1520.03  38.13  11.11   0.60    3.54 0.307 -0.772
  1.30 1521.22  38.10  11.14   0.61    3.53 0.308 -0.778
  1.31 1522.40  38.07  11.17   0.61    3.52 0.309 -0.785
  1.32 1523.59  38.04  11.20   0.61    3.51 0.311 -0.791
  1.33 1524.77  38.01  11.23   0.62    3.49 0.312 -0.797
  1.34 1525.95  37.97  11.26   0.62    3.48 0.313 -0.804
  1.35 1527.12  37.94  11.29   0.62    3.47 0.314 -0.810
  1.36 1528.29  37.91  11.32   0.63    3.46 0.315 -0.817
  1.37 1529.46  37.88  11.35   0.63    3.45 0.316 -0.823
  1.38 1530.63  37.85  11.38   0.63    3.44 0.317 -0.829
  1.39 1531.79  37.82  11.41   0.64    3.43 0.319 -0.835
  1.40 1532.95  37.79  11.44   0.64    3.42 0.320 -0.842
  1.41 1534.11  37.76  11.47   0.64    3.41 0.321 -0.848
  1.42 1535.27  37.73  11.50   0.65    3.40 0.322 -0.854
  1.43 1536.42  37.70  11.54   0.65    3.39 0.323 -0.860
  1.44 1537.57  37.67  11.57   0.65    3.38 0.324 -0.866
  1.45 1538.71  37.64  11.60   0.66    3.37 0.326 -0.872
  1.46 1539.85  37.62  11.63   0.66    3.36 0.327 -0.879
  1.47 1541.00  37.59  11.66   0.66    3.35 0.328 -0.885
  1.48 1542.13  37.56  11.70   0.67    3.34 0.329 -0.891
  1.49 1543.27  37.53  11.73   0.67    3.33 0.330 -0.897
  1.50 1544.40  37.50  11.76   0.68    3.32 0.332 -0.903
  1.51 1545.53  37.47  11.79   0.68    3.31 0.333 -0.909
  1.52 1546.65  37.44  11.83   0.68    3.30 0.334 -0.915
  1.53 1547.77  37.42  11.86   0.69    3.29 0.335 -0.920
  1.54 1548.89  37.39  11.89   0.69    3.28 0.337 -0.926
  1.55 1550.01  37.36  11.93   0.69    3.27 0.338 -0.932
  1.56 1551.12  37.33  11.96   0.70    3.26 0.339 -0.938
  1.57 1552.24  37.30  12.00   0.70    3.25 0.340 -0.944
  1.58 1553.34  37.28  12.03   0.70    3.24 0.342 -0.950
  1.59 1554.45  37.25  12.07   0.71    3.23 0.343 -0.955
  1.60 1555.55  37.22  12.10   0.71    3.22 0.344 -0.961
  1.61 1556.65  37.19  12.13   0.71    3.21 0.345 -0.967
  1.62 1557.75  37.16  12.17   0.72    3.20 0.347 -0.973
  1.63 1558.84  37.14  12.20   0.72    3.19 0.348 -0.978
  1.64 1559.93  37.11  12.24   0.73    3.18 0.349 -0.984
  1.65 1561.02  37.08  12.28   0.73    3.17 0.351 -0.990
  1.66 1562.10  37.05  12.31   0.73    3.17 0.352 -0.995
  1.67 1563.18  37.03  12.35   0.74    3.16 0.353 -1.001
  1.68 1564.26  37.00  12.38   0.74    3.15 0.355 -1.006
  1.69 1565.33  36.97  12.42   0.74    3.14 0.356 -1.012
  1.70 1566.40  36.95  12.46   0.75    3.13 0.357 -1.017
  1.71 1567.47  36.92  12.49   0.75    3.12 0.359 -1.023
  1.72 1568.54  36.89  12.53   0.76    3.11 0.360 -1.028
  1.73 1569.60  36.87  12.57   0.76    3.10 0.361 -1.034
  1.74 1570.66  36.84  12.60   0.76    3.09 0.363 -1.039
  1.75 1571.72  36.81  12.64   0.77    3.09 0.364 -1.045
  1.76 1572.77  36.79  12.68   0.77    3.08 0.366 -1.050
  1.77 1573.82  36.76  12.72   0.78    3.07 0.367 -1.055
  1.78 1574.87  36.73  12.76   0.78    3.06 0.368 -1.061
  1.79 1575.91  36.71  12.79   0.78    3.05 0.370 -1.066
  1.80 1576.96  36.68  12.83   0.79    3.04 0.371 -1.071
  1.81 1577.99  36.66  12.87   0.79    3.04 0.373 -1.076
  1.82 1579.03  36.63  12.91   0.80    3.03 0.374 -1.082
  1.83 1580.06  36.60  12.95   0.80    3.02 0.376 -1.087
  1.84 1581.09  36.58  12.99   0.80    3.01 0.377 -1.092
  1.85 1582.11  36.55  13.03   0.81    3.00 0.379 -1.097
  1.86 1583.14  36.53  13.07   0.81    2.99 0.380 -1.102
  1.87 1584.16  36.50  13.11   0.82    2.99 0.382 -1.107
  1.88 1585.17  36.48  13.15   0.82    2.98 0.383 -1.112
  1.89 1586.19  36.45  13.19   0.83    2.97 0.385 -1.118
  1.90 1587.20  36.43  13.23   0.83    2.96 0.386 -1.123
  1.91 1588.20  36.40  13.27   0.83    2.95 0.388 -1.128
  1.92 1589.21  36.38  13.31   0.84    2.95 0.389 -1.133
  1.93 1590.21  36.35  13.35   0.84    2.94 0.391 -1.138
  1.94 1591.20  36.33  13.40   0.85    2.93 0.392 -1.143
  1.95 1592.20  36.30  13.44   0.85    2.92 0.394 -1.147
  1.96 1593.19  36.28  13.48   0.86    2.92 0.395 -1.152
  1.97 1594.17  36.25  13.52   0.86    2.91 0.397 -1.157
  1.98 1595.16  36.23  13.57   0.87    2.90 0.398 -1.162
  1.99 1596.14  36.21  13.61   0.87    2.89 0.400 -1.167
  2.00 1597.12  36.18  13.65   0.88    2.89 0.402 -1.172
  2.01 1598.09  36.16  13.70   0.88    2.88 0.403 -1.177
  2.02 1599.06  36.13  13.74   0.89    2.87 0.405 -1.181
  2.03 1600.03  36.11  13.78   0.89    2.87 0.406 -1.186
  2.04 1601.00  36.09  13.83   0.90    2.86 0.408 -1.191
  2.05 1601.96  36.06  13.87   0.90    2.85 0.410 -1.196
  2.06 1602.92  36.04  13.92   0.91    2.84 0.411 -1.200
  2.07 1603.87  36.02  13.96   0.91    2.84 0.413 -1.205
  2.08 1604.82  35.99  14.01   0.92    2.83 0.415 -1.210
  2.09 1605.77  35.97  14.05   0.92    2.82 0.416 -1.214
  2.10 1606.72  35.95  14.10   0.93    2.82 0.418 -1.219
  2.11 1607.66  35.93  14.14   0.93    2.81 0.420 -1.223
  2.12 1608.60  35.90  14.19   0.94    2.80 0.421 -1.228
  2.13 1609.53  35.88  14.24   0.95    2.80 0.423 -1.232
  2.14 1610.46  35.86  14.28   0.95    2.79 0.425 -1.237
  2.15 1611.39  35.84  14.33   0.96    2.78 0.427 -1.241
  2.16 1612.31  35.82  14.38   0.96    2.78 0.428 -1.246
  2.17 1613.24  35.79  14.42   0.97    2.77 0.430 -1.250
  2.18 1614.15  35.77  14.47   0.98    2.76 0.432 -1.255
  2.19 1615.07  35.75  14.52   0.98    2.76 0.434 -1.259
  2.20 1615.98  35.73  14.57   0.99    2.75 0.435 -1.264
  2.21 1616.89  35.71  14.62   0.99    2.74 0.437 -1.268
  2.22 1617.79  35.69  14.67   1.00    2.74 0.439 -1.272
  2.23 1618.69  35.67  14.72   1.01    2.73 0.441 -1.277
  2.24 1619.59  35.65  14.77   1.01    2.73 0.443 -1.281
  2.25 1620.48  35.63  14.82   1.02    2.72 0.444 -1.285
  2.26 1621.37  35.61  14.87   1.03    2.71 0.446 -1.289
  2.27 1622.26  35.59  14.92   1.03    2.71 0.448 -1.294
  2.28 1623.15  35.57  14.97   1.04    2.70 0.450 -1.298
  2.29 1624.03  35.55  15.02   1.05    2.69 0.452 -1.302
  2.30 1624.90  35.53  15.07   1.05    2.69 0.454 -1.306
  2.31 1625.77  35.51  15.12   1.06    2.68 0.456 -1.310
  2.32 1626.64  35.49  15.17   1.07    2.68 0.458 -1.314
  2.33 1627.51  35.47  15.22   1.08    2.67 0.460 -1.319
  2.34 1628.37  35.45  15.28   1.08    2.67 0.462 -1.323
  2.35 1629.23  35.43  15.33   1.09    2.66 0.463 -1.327
  2.36 1630.09  35.41  15.38   1.10    2.65 0.465 -1.331
  2.37 1630.94  35.39  15.44   1.11    2.65 0.467 -1.335
  2.38 1631.79  35.37  15.49   1.12    2.64 0.469 -1.339
  2.39 1632.63  35.36  15.55   1.12    2.64 0.471 -1.343
  2.40 1633.47  35.34  15.60   1.13    2.63 0.473 -1.347
  2.41 1634.31  35.32  15.65   1.14    2.63 0.476 -1.351
  2.42 1635.14  35.30  15.71   1.15    2.62 0.478 -1.355
  2.43 1635.97  35.28  15.76   1.16    2.62 0.480 -1.358
  2.44 1636.80  35.27  15.82   1.17    2.61 0.482 -1.362
  2.45 1637.62  35.25  15.88   1.17    2.61 0.484 -1.366
  2.46 1638.44  35.23  15.93   1.18    2.60 0.486 -1.370
  2.47 1639.25  35.21  15.99   1.19    2.60 0.488 -1.374
  2.48 1640.06  35.20  16.05   1.20    2.59 0.490 -1.378
  2.49 1640.87  35.18  16.10   1.21    2.59 0.492 -1.381
  2.50 1641.67  35.16  16.16   1.22    2.58 0.494 -1.385
  2.51 1642.47  35.14  16.22   1.23    2.58 0.497 -1.389
  2.52 1643.27  35.13  16.28   1.24    2.57 0.499 -1.392
  2.53 1644.06  35.11  16.34   1.25    2.57 0.501 -1.396
  2.54 1644.85  35.09  16.40   1.26    2.56 0.503 -1.400
  2.55 1645.63  35.08  16.46   1.27    2.56 0.505 -1.403
  2.56 1646.41  35.06  16.52   1.28    2.55 0.508 -1.407
  2.57 1647.19  35.05  16.58   1.29    2.55 0.510 -1.411
  2.58 1647.96  35.03  16.64   1.30    2.54 0.512 -1.414
  2.59 1648.73  35.01  16.70   1.32    2.54 0.515 -1.418
  2.60 1649.49  35.00  16.76   1.33    2.53 0.517 -1.421
  2.61 1650.25  34.98  16.82   1.34    2.53 0.519 -1.425
  2.62 1651.01  34.97  16.89   1.35    2.52 0.522 -1.428
  2.63 1651.76  34.95  16.95   1.36    2.52 0.524 -1.432
  2.64 1652.51  34.94  17.01   1.37    2.51 0.526 -1.435
  2.65 1653.25  34.92  17.07   1.39    2.51 0.529 -1.438
  2.66 1653.99  34.90  17.14   1.40    2.51 0.531 -1.442
  2.67 1654.73  34.89  17.20   1.41    2.50 0.534 -1.445
  2.68 1655.46  34.87  17.27   1.43    2.50 0.536 -1.449
  2.69 1656.19  34.86  17.33   1.44    2.49 0.538 -1.452
  2.70 1656.91  34.85  17.40   1.45    2.49 0.541 -1.455
  2.71 1657.63  34.83  17.46   1.47    2.48 0.543 -1.458
  2.72 1658.35  34.82  17.53   1.48    2.48 0.546 -1.462
  2.73 1659.06  34.80  17.60   1.49    2.48 0.549 -1.465
  2.74 1659.76  34.79  17.66   1.51    2.47 0.551 -1.468
  2.75 1660.46  34.77  17.73   1.52    2.47 0.554 -1.471
  2.76 1661.16  34.76  17.80   1.54    2.46 0.556 -1.475
  2.77 1661.86  34.75  17.87   1.56    2.46 0.559 -1.478
  2.78 1662.54  34.73  17.94   1.57    2.46 0.562 -1.481
  2.79 1663.23  34.72  18.00   1.59    2.45 0.564 -1.484
  2.80 1663.91  34.71  18.07   1.60    2.45 0.567 -1.487
  2.81 1664.58  34.69  18.14   1.62    2.44 0.570 -1.490
  2.82 1665.25  34.68  18.21   1.64    2.44 0.572 -1.493
  2.83 1665.92  34.67  18.29   1.65    2.44 0.575 -1.496
  2.84 1666.58  34.65  18.36   1.67    2.43 0.578 -1.499
  2.85 1667.24  34.64  18.43   1.69    2.43 0.581 -1.502
  2.86 1667.89  34.63  18.50   1.71    2.42 0.584 -1.505
  2.87 1668.54  34.61  18.57   1.73    2.42 0.587 -1.508
  2.88 1669.18  34.60  18.65   1.75    2.42 0.589 -1.511
  2.89 1669.82  34.59  18.72   1.77    2.41 0.592 -1.514
  2.90 1670.45  34.58  18.79   1.79    2.41 0.595 -1.516
  2.91 1671.08  34.57  18.87   1.81    2.41 0.598 -1.519
  2.92 1671.70  34.55  18.94   1.83    2.40 0.601 -1.522
  2.93 1672.32  34.54  19.02   1.85    2.40 0.604 -1.525
  2.94 1672.94  34.53  19.10   1.87    2.40 0.607 -1.528
  2.95 1673.55  34.52  19.17   1.89    2.39 0.610 -1.530
  2.96 1674.15  34.51  19.25   1.92    2.39 0.613 -1.533
  2.97 1674.75  34.49  19.33   1.94    2.39 0.617 -1.536
  2.98 1675.34  34.48  19.41   1.96    2.38 0.620 -1.538
  2.99 1675.93  34.47  19.48   1.99    2.38 0.623 -1.541
  3.00 1676.51  34.46  19.56   2.01    2.38 0.626 -1.543
  3.01 1677.09  34.45  19.64   2.04    2.37 0.629 -1.546
  3.02 1677.67  34.44  19.72   2.07    2.37 0.633 -1.549
  3.03 1678.23  34.43  19.80   2.09    2.37 0.636 -1.551
  3.04 1678.80  34.42  19.88   2.12    2.36 0.639 -1.554
  3.05 1679.35  34.41  19.97   2.15    2.36 0.643 -1.556
  3.06 1679.90  34.40  20.05   2.18    2.36 0.646 -1.559
  3.07 1680.45  34.39  20.13   2.21    2.36 0.650 -1.561
  3.08 1680.99  34.38  20.21   2.23    2.35 0.653 -1.563
  3.09 1681.53  34.37  20.30   2.27    2.35 0.657 -1.566
  3.10 1682.06  34.36  20.38   2.30    2.35 0.660 -1.568
  3.11 1682.58  34.35  20.47   2.33    2.34 0.664 -1.570
  3.12 1683.10  34.34  20.55   2.36    2.34 0.667 -1.573
  3.13 1683.61  34.33  20.64   2.40    2.34 0.671 -1.575
  3.14 1684.12  34.32  20.72   2.43    2.34 0.675 -1.577
  3.15 1684.62  34.31  20.81   2.46    2.33 0.678 -1.579
  3.16 1685.11  34.30  20.90   2.50    2.33 0.682 -1.582
  3.17 1685.60  34.29  20.99   2.54    2.33 0.686 -1.584
  3.18 1686.08  34.28  21.08   2.58    2.33 0.690 -1.586
  3.19 1686.56  34.27  21.17   2.61    2.32 0.694 -1.588
  3.20 1687.03  34.26  21.26   2.65    2.32 0.698 -1.590
  3.21 1687.49  34.26  21.35   2.70    2.32 0.702 -1.592
  3.22 1687.95  34.25  21.44   2.74    2.32 0.706 -1.594
  3.23 1688.40  34.24  21.53   2.78    2.31 0.710 -1.596
  3.24 1688.84  34.23  21.62   2.82    2.31 0.714 -1.598
  3.25 1689.28  34.22  21.72   2.87    2.31 0.718 -1.600
  3.26 1689.71  34.22  21.81   2.92    2.31 0.723 -1.602
  3.27 1690.14  34.21  21.90   2.96    2.30 0.727 -1.604
  3.28 1690.55  34.20  22.00   3.01    2.30 0.731 -1.605
  3.29 1690.96  34.19  22.09   3.06    2.30 0.736 -1.607
  3.30 1691.37  34.19  22.19   3.11    2.30 0.740 -1.609
  3.31 1691.77  34.18  22.29   3.17    2.30 0.745 -1.611
  3.32 1692.15  34.17  22.38   3.22    2.29 0.749 -1.612
  3.33 1692.54  34.16  22.48   3.28    2.29 0.754 -1.614
  3.34 1692.91  34.16  22.58   3.33    2.29 0.759 -1.616
  3.35 1693.28  34.15  22.68   3.39    2.29 0.763 -1.617
  3.36 1693.64  34.14  22.78   3.45    2.29 0.768 -1.619
  3.37 1693.99  34.14  22.88   3.52    2.28 0.773 -1.620
  3.38 1694.34  34.13  22.98   3.58    2.28 0.778 -1.622
  3.39 1694.68  34.12  23.08   3.65    2.28 0.783 -1.623
  3.40 1695.01  34.12  23.19   3.71    2.28 0.788 -1.625
  3.41 1695.33  34.11  23.29   3.78    2.28 0.794 -1.626
  3.42 1695.64  34.11  23.40   3.86    2.28 0.799 -1.628
  3.43 1695.94  34.10  23.50   3.93    2.27 0.804 -1.629
  3.44 1696.24  34.10  23.61   4.01    2.27 0.810 -1.630
  3.45 1696.53  34.09  23.71   4.08    2.27 0.815 -1.631
  3.46 1696.81  34.09  23.82   4.17    2.27 0.821 -1.633
  3.47 1697.08  34.08  23.93   4.25    2.27 0.827 -1.634
  3.48 1697.34  34.08  24.04   4.33    2.27 0.833 -1.635
  3.49 1697.59  34.07  24.14   4.42    2.27 0.838 -1.636
  3.50 1697.84  34.07  24.25   4.51    2.26 0.845 -1.637
  3.51 1698.07  34.06  24.37   4.61    2.26 0.851 -1.638
  3.52 1698.30  34.06  24.48   4.71    2.26 0.857 -1.639
  3.53 1698.51  34.05  24.59   4.81    2.26 0.863 -1.640
  3.54 1698.72  34.05  24.70   4.91    2.26 0.870 -1.641
  3.55 1698.91  34.05  24.82   5.02    2.26 0.876 -1.642
  3.56 1699.10  34.04  24.93   5.13    2.26 0.883 -1.643
  3.57 1699.27  34.04  25.05   5.24    2.26 0.890 -1.643
  3.58 1699.43  34.04  25.16   5.36    2.26 0.897 -1.644
  3.59 1699.59  34.03  25.28   5.48    2.26 0.904 -1.645
  3.60 1699.73  34.03  25.40   5.60    2.25 0.911 -1.645
  3.61 1699.86  34.03  25.52   5.73    2.25 0.918 -1.646
  3.62 1699.98  34.03  25.63   5.87    2.25 0.926 -1.646
  3.63 1700.09  34.02  25.75   6.01    2.25 0.933 -1.647
  3.64 1700.18  34.02  25.88   6.15    2.25 0.941 -1.647
  3.65 1700.27  34.02  26.00   6.30    2.25 0.949 -1.648
  3.66 1700.34  34.02  26.12   6.45    2.25 0.957 -1.648
  3.67 1700.40  34.02  26.24   6.61    2.25 0.966 -1.648
  3.68 1700.44  34.02  26.37   6.77    2.25 0.974 -1.648
  3.69 1700.48  34.02  26.49   6.95    2.25 0.983 -1.649
  3.70 1700.50  34.02  26.62   7.12    2.25 0.992 -1.649
  3.71 1700.50  34.02  26.75   7.31    2.25 1.001 -1.649
  3.72 1700.49  34.02  26.87   7.50    2.25 1.010 -1.649
  3.73 1700.47  34.02  27.00   7.69    2.25 1.020 -1.648
  3.74 1700.43  34.02  27.13   7.90    2.25 1.030 -1.648
  3.75 1700.38  34.02  27.26   8.11    2.25 1.040 -1.648
  3.76 1700.31  34.02  27.40   8.33    2.25 1.050 -1.648
  3.77 1700.22  34.02  27.53   8.56    2.25 1.061 -1.647
  3.78 1700.12  34.02  27.66   8.80    2.25 1.072 -1.647
  3.79 1700.01  34.03  27.80   9.04    2.25 1.083 -1.646
  3.80 1699.87  34.03  27.93   9.30    2.25 1.094 -1.646
  3.81 1699.72  34.03  28.07   9.57    2.25 1.106 -1.645
  3.82 1699.54  34.03  28.20   9.84    2.26 1.118 -1.644
  3.83 1699.35  34.04  28.34  10.13    2.26 1.130 -1.644
  3.84 1699.14  34.04  28.48  10.43    2.26 1.143 -1.643
  3.85 1698.91  34.05  28.62  10.75    2.26 1.156 -1.642
  3.86 1698.66  34.05  28.76  11.07    2.26 1.170 -1.641
  3.87 1698.39  34.06  28.91  11.41    2.26 1.184 -1.639
  3.88 1698.10  34.06  29.05  11.77    2.26 1.198 -1.638
  3.89 1697.78  34.07  29.19  12.14    2.26 1.213 -1.637
  3.90 1697.44  34.07  29.34  12.52    2.27 1.228 -1.635
  3.91 1697.08  34.08  29.48  12.92    2.27 1.244 -1.634
  3.92 1696.69  34.09  29.63  13.34    2.27 1.261 -1.632
  3.93 1696.28  34.09  29.78  13.78    2.27 1.278 -1.630
  3.94 1695.84  34.10  29.93  14.24    2.27 1.295 -1.628
  3.95 1695.37  34.11  30.08  14.72    2.28 1.313 -1.626
  3.96 1694.88  34.12  30.23  15.22    2.28 1.332 -1.624
