#   t     T_i   Q_con  Q_rad  Q_tidal    u    Ur   Deta_L ratio 
# ==== ======= ====== ====== ========= ==== ===== ==============
  3.97 1694.35  34.13  30.38  15.74    2.28 1.351 -1.622
  3.98 1693.79  34.14  30.54  16.29    2.29 1.371 -1.620
  3.99 1693.21  34.15  30.69  16.86    2.29 1.392 -1.617
  4.00 1692.59  34.16  30.85  17.46    2.29 1.414 -1.614
  4.01 1691.93  34.18  31.00  18.09    2.29 1.436 -1.611
  4.02 1691.24  34.19  31.16  18.75    2.30 1.460 -1.608
  4.03 1690.51  34.20  31.32  19.44    2.30 1.484 -1.605
  4.04 1689.75  34.21  31.48  20.16    2.31 1.509 -1.602
  4.05 1688.94  34.23  31.64  20.92    2.31 1.536 -1.598
  4.06 1688.09  34.24  31.81  21.72    2.31 1.563 -1.595
  4.07 1687.20  34.26  31.97  22.56    2.32 1.592 -1.591
  4.08 1686.26  34.28  32.13  23.44    2.32 1.621 -1.587
  4.09 1685.28  34.30  32.30  24.37    2.33 1.652 -1.582
  4.10 1684.25  34.32  32.47  25.35    2.34 1.685 -1.578
  4.11 1683.16  34.34  32.64  26.38    2.34 1.719 -1.573
  4.12 1682.02  34.36  32.81  27.46    2.35 1.754 -1.568
  4.13 1680.82  34.38  32.98  28.60    2.35 1.791 -1.563
  4.14 1679.57  34.40  33.15  29.80    2.36 1.830 -1.557
  4.15 1678.25  34.43  33.32  31.07    2.37 1.870 -1.551
  4.16 1676.87  34.45  33.50  32.40    2.37 1.913 -1.545
  4.17 1675.41  34.48  33.67  33.82    2.38 1.957 -1.539
  4.18 1673.89  34.51  33.85  35.31    2.39 2.004 -1.532
  4.19 1672.29  34.54  34.03  36.88    2.40 2.053 -1.525
  4.20 1670.61  34.57  34.21  38.55    2.41 2.104 -1.517
  4.21 1668.84  34.61  34.39  40.31    2.42 2.159 -1.509
  4.22 1666.99  34.65  34.57  42.18    2.43 2.215 -1.501
  4.23 1665.04  34.68  34.76  44.16    2.44 2.275 -1.492
  4.24 1663.00  34.72  34.94  46.25    2.45 2.338 -1.483
  4.25 1660.85  34.77  35.13  48.47    2.46 2.405 -1.473
  4.26 1658.60  34.81  35.32  50.83    2.48 2.475 -1.463
  4.27 1656.22  34.86  35.51  53.33    2.49 2.549 -1.452
  4.28 1653.73  34.91  35.70  55.99    2.51 2.626 -1.441
  4.29 1651.10  34.96  35.89  58.81    2.52 2.709 -1.429
  4.30 1648.34  35.02  36.08  61.81    2.54 2.795 -1.416
  4.31 1645.43  35.08  36.28  65.01    2.56 2.887 -1.402
  4.32 1642.36  35.15  36.48  68.41    2.58 2.984 -1.388
  4.33 1639.14  35.22  36.67  72.03    2.60 3.087 -1.373
  4.34 1635.74  35.29  36.87  75.88    2.62 3.195 -1.357
  4.35 1632.15  35.37  37.07  79.99    2.64 3.310 -1.340
  4.36 1628.36  35.45  37.28  84.38    2.67 3.432 -1.323
  4.37 1624.37  35.54  37.48  89.06    2.69 3.561 -1.304
  4.38 1620.15  35.64  37.69  94.06    2.72 3.697 -1.284
  4.39 1615.70  35.74  37.89  99.39    2.75 3.842 -1.262
  4.40 1610.99  35.85  38.10 105.10    2.79 3.995 -1.240
  4.41 1606.02  35.97  38.31 111.19    2.82 4.157 -1.215
  4.42 1600.75  36.09  38.52 117.71    2.86 4.329 -1.190
  4.43 1595.18  36.23  38.74 124.69    2.90 4.511 -1.162
  4.44 1589.27  36.38  38.95 132.16    2.95 4.704 -1.133
  4.45 1583.02  36.53  39.17 140.15    3.00 4.909 -1.102
  4.46 1576.39  36.70  39.39 148.70    3.05 5.126 -1.068
  4.47 1569.36  36.87  39.61 157.86    3.10 5.356 -1.032
  4.48 1561.90  37.06  39.83 167.67    3.17 5.599 -0.994
  4.49 1553.98  37.26  40.05 178.17    3.23 5.857 -0.953
