#   t     T_i   Q_con  Q_rad  Q_tidal    u    Ur   Deta_L ratio 
# ==== ======= ====== ====== ========= ==== ===== ==============
  0.78 1476.31  39.23   3.40   0.46    3.97 0.098 -0.525
  0.79 1477.90  39.19   3.41   0.46    3.96 0.099 -0.534
  0.80 1479.49  39.15   3.42   0.47    3.94 0.099 -0.544
  0.81 1481.08  39.11   3.43   0.47    3.92 0.100 -0.553
  0.82 1482.67  39.07   3.43   0.47    3.91 0.100 -0.562
  0.83 1484.25  39.04   3.44   0.48    3.89 0.100 -0.571
  0.84 1485.84  39.00   3.45   0.48    3.87 0.101 -0.580
  0.85 1487.42  38.96   3.46   0.49    3.86 0.101 -0.589
  0.86 1488.99  38.92   3.47   0.49    3.84 0.102 -0.598
  0.87 1490.57  38.88   3.48   0.49    3.83 0.102 -0.607
  0.88 1492.14  38.84   3.48   0.50    3.81 0.102 -0.616
  0.89 1493.71  38.80   3.49   0.50    3.80 0.103 -0.625
  0.90 1495.28  38.76   3.50   0.50    3.78 0.103 -0.634
  0.91 1496.84  38.72   3.51   0.51    3.76 0.104 -0.643
  0.92 1498.41  38.68   3.52   0.51    3.75 0.104 -0.652
  0.93 1499.97  38.65   3.53   0.51    3.73 0.105 -0.660
  0.94 1501.53  38.61   3.53   0.52    3.72 0.105 -0.669
  0.95 1503.09  38.57   3.54   0.52    3.70 0.105 -0.678
  0.96 1504.64  38.53   3.55   0.53    3.69 0.106 -0.687
  0.97 1506.19  38.49   3.56   0.53    3.67 0.106 -0.695
  0.98 1507.74  38.45   3.57   0.53    3.66 0.107 -0.704
  0.99 1509.29  38.41   3.58   0.54    3.64 0.107 -0.712
  1.00 1510.83  38.37   3.59   0.54    3.63 0.108 -0.721
  1.01 1512.38  38.33   3.60   0.54    3.61 0.108 -0.730
  1.02 1513.92  38.29   3.60   0.55    3.60 0.108 -0.738
  1.03 1515.45  38.25   3.61   0.55    3.58 0.109 -0.747
  1.04 1516.99  38.21   3.62   0.55    3.57 0.109 -0.755
  1.05 1518.52  38.17   3.63   0.56    3.55 0.110 -0.763
  1.06 1520.05  38.13   3.64   0.56    3.54 0.110 -0.772
  1.07 1521.58  38.09   3.65   0.57    3.52 0.111 -0.780
  1.08 1523.11  38.05   3.66   0.57    3.51 0.111 -0.788
  1.09 1524.63  38.01   3.67   0.57    3.50 0.112 -0.797
  1.10 1526.15  37.97   3.68   0.58    3.48 0.112 -0.805
  1.11 1527.67  37.93   3.69   0.58    3.47 0.113 -0.813
  1.12 1529.19  37.89   3.70   0.58    3.45 0.113 -0.821
  1.13 1530.70  37.85   3.71   0.59    3.44 0.113 -0.830
  1.14 1532.21  37.81   3.72   0.59    3.43 0.114 -0.838
  1.15 1533.72  37.77   3.72   0.60    3.41 0.114 -0.846
  1.16 1535.23  37.73   3.73   0.60    3.40 0.115 -0.854
  1.17 1536.73  37.69   3.74   0.60    3.38 0.115 -0.862
  1.18 1538.24  37.66   3.75   0.61    3.37 0.116 -0.870
  1.19 1539.74  37.62   3.76   0.61    3.36 0.116 -0.878
  1.20 1541.23  37.58   3.77   0.61    3.34 0.117 -0.886
  1.21 1542.73  37.54   3.78   0.62    3.33 0.117 -0.894
  1.22 1544.22  37.50   3.79   0.62    3.32 0.118 -0.902
  1.23 1545.71  37.47   3.80   0.63    3.30 0.118 -0.910
  1.24 1547.20  37.43   3.81   0.63    3.29 0.119 -0.917
  1.25 1548.69  37.39   3.82   0.63    3.28 0.119 -0.925
  1.26 1550.17  37.36   3.83   0.64    3.27 0.120 -0.933
  1.27 1551.65  37.32   3.84   0.64    3.25 0.120 -0.941
  1.28 1553.13  37.28   3.85   0.64    3.24 0.121 -0.949
  1.29 1554.61  37.24   3.86   0.65    3.23 0.121 -0.956
  1.30 1556.08  37.21   3.87   0.65    3.22 0.122 -0.964
  1.31 1557.56  37.17   3.88   0.66    3.20 0.122 -0.972
  1.32 1559.03  37.13   3.89   0.66    3.19 0.123 -0.979
  1.33 1560.49  37.09   3.90   0.66    3.18 0.123 -0.987
  1.34 1561.96  37.06   3.92   0.67    3.17 0.124 -0.994
  1.35 1563.42  37.02   3.93   0.67    3.15 0.124 -1.002
  1.36 1564.88  36.98   3.94   0.67    3.14 0.125 -1.010
  1.37 1566.34  36.95   3.95   0.68    3.13 0.125 -1.017
  1.38 1567.80  36.91   3.96   0.68    3.12 0.126 -1.024
  1.39 1569.25  36.87   3.97   0.69    3.11 0.126 -1.032
  1.40 1570.70  36.84   3.98   0.69    3.09 0.127 -1.039
  1.41 1572.15  36.80   3.99   0.69    3.08 0.127 -1.047
  1.42 1573.60  36.76   4.00   0.70    3.07 0.128 -1.054
  1.43 1575.04  36.73   4.01   0.70    3.06 0.128 -1.061
  1.44 1576.48  36.69   4.02   0.71    3.05 0.129 -1.069
  1.45 1577.92  36.66   4.03   0.71    3.04 0.129 -1.076
  1.46 1579.36  36.62   4.05   0.71    3.02 0.130 -1.083
  1.47 1580.80  36.59   4.06   0.72    3.01 0.131 -1.090
  1.48 1582.23  36.55   4.07   0.72    3.00 0.131 -1.098
  1.49 1583.66  36.51   4.08   0.73    2.99 0.132 -1.105
  1.50 1585.09  36.48   4.09   0.73    2.98 0.132 -1.112
  1.51 1586.51  36.44   4.10   0.73    2.97 0.133 -1.119
  1.52 1587.94  36.41   4.11   0.74    2.96 0.133 -1.126
  1.53 1589.36  36.37   4.13   0.74    2.95 0.134 -1.133
  1.54 1590.78  36.34   4.14   0.75    2.94 0.134 -1.140
  1.55 1592.19  36.30   4.15   0.75    2.92 0.135 -1.147
  1.56 1593.61  36.27   4.16   0.76    2.91 0.136 -1.154
  1.57 1595.02  36.23   4.17   0.76    2.90 0.136 -1.161
  1.58 1596.43  36.20   4.18   0.76    2.89 0.137 -1.168
  1.59 1597.84  36.16   4.20   0.77    2.88 0.137 -1.175
  1.60 1599.25  36.13   4.21   0.77    2.87 0.138 -1.182
  1.61 1600.65  36.10   4.22   0.78    2.86 0.138 -1.189
  1.62 1602.05  36.06   4.23   0.78    2.85 0.139 -1.196
  1.63 1603.45  36.03   4.25   0.79    2.84 0.140 -1.203
  1.64 1604.84  35.99   4.26   0.79    2.83 0.140 -1.210
  1.65 1606.24  35.96   4.27   0.79    2.82 0.141 -1.216
  1.66 1607.63  35.93   4.28   0.80    2.81 0.141 -1.223
  1.67 1609.02  35.89   4.29   0.80    2.80 0.142 -1.230
  1.68 1610.41  35.86   4.31   0.81    2.79 0.143 -1.237
  1.69 1611.79  35.83   4.32   0.81    2.78 0.143 -1.243
  1.70 1613.17  35.80   4.33   0.82    2.77 0.144 -1.250
  1.71 1614.55  35.76   4.35   0.82    2.76 0.144 -1.257
  1.72 1615.93  35.73   4.36   0.83    2.75 0.145 -1.263
  1.73 1617.31  35.70   4.37   0.83    2.74 0.146 -1.270
  1.74 1618.68  35.67   4.38   0.83    2.73 0.146 -1.277
  1.75 1620.05  35.64   4.40   0.84    2.72 0.147 -1.283
  1.76 1621.42  35.61   4.41   0.84    2.71 0.148 -1.290
  1.77 1622.79  35.58   4.42   0.85    2.70 0.148 -1.296
  1.78 1624.16  35.54   4.44   0.85    2.69 0.149 -1.303
  1.79 1625.52  35.51   4.45   0.86    2.68 0.149 -1.309
  1.80 1626.88  35.48   4.46   0.86    2.68 0.150 -1.316
  1.81 1628.24  35.45   4.48   0.87    2.67 0.151 -1.322
  1.82 1629.59  35.42   4.49   0.87    2.66 0.151 -1.328
  1.83 1630.95  35.39   4.50   0.88    2.65 0.152 -1.335
  1.84 1632.30  35.36   4.52   0.88    2.64 0.153 -1.341
  1.85 1633.65  35.33   4.53   0.89    2.63 0.153 -1.348
  1.86 1635.00  35.30   4.55   0.89    2.62 0.154 -1.354
  1.87 1636.34  35.28   4.56   0.90    2.61 0.155 -1.360
  1.88 1637.69  35.25   4.57   0.90    2.61 0.155 -1.366
  1.89 1639.03  35.22   4.59   0.91    2.60 0.156 -1.373
  1.90 1640.36  35.19   4.60   0.91    2.59 0.157 -1.379
  1.91 1641.70  35.16   4.62   0.92    2.58 0.157 -1.385
  1.92 1643.04  35.13   4.63   0.93    2.57 0.158 -1.391
  1.93 1644.37  35.10   4.65   0.93    2.56 0.159 -1.398
  1.94 1645.70  35.08   4.66   0.94    2.56 0.160 -1.404
  1.95 1647.03  35.05   4.67   0.94    2.55 0.160 -1.410
  1.96 1648.35  35.02   4.69   0.95    2.54 0.161 -1.416
  1.97 1649.68  34.99   4.70   0.95    2.53 0.162 -1.422
  1.98 1651.00  34.97   4.72   0.96    2.52 0.162 -1.428
  1.99 1652.32  34.94   4.73   0.97    2.52 0.163 -1.434
  2.00 1653.63  34.91   4.75   0.97    2.51 0.164 -1.440
  2.01 1654.95  34.89   4.76   0.98    2.50 0.165 -1.446
  2.02 1656.26  34.86   4.78   0.98    2.49 0.165 -1.452
  2.03 1657.57  34.83   4.79   0.99    2.48 0.166 -1.458
  2.04 1658.88  34.81   4.81   1.00    2.48 0.167 -1.464
  2.05 1660.19  34.78   4.82   1.00    2.47 0.168 -1.470
  2.06 1661.49  34.75   4.84   1.01    2.46 0.168 -1.476
  2.07 1662.79  34.73   4.86   1.01    2.45 0.169 -1.482
  2.08 1664.09  34.70   4.87   1.02    2.45 0.170 -1.488
  2.09 1665.39  34.68   4.89   1.03    2.44 0.171 -1.494
  2.10 1666.69  34.65   4.90   1.03    2.43 0.171 -1.499
  2.11 1667.98  34.63   4.92   1.04    2.42 0.172 -1.505
  2.12 1669.27  34.60   4.94   1.05    2.42 0.173 -1.511
  2.13 1670.56  34.58   4.95   1.05    2.41 0.174 -1.517
  2.14 1671.85  34.55   4.97   1.06    2.40 0.174 -1.523
  2.15 1673.13  34.53   4.98   1.07    2.40 0.175 -1.528
  2.16 1674.41  34.50   5.00   1.08    2.39 0.176 -1.534
  2.17 1675.69  34.48   5.02   1.08    2.38 0.177 -1.540
  2.18 1676.97  34.45   5.03   1.09    2.37 0.178 -1.546
  2.19 1678.25  34.43   5.05   1.10    2.37 0.179 -1.551
  2.20 1679.52  34.40   5.07   1.10    2.36 0.179 -1.557
  2.21 1680.79  34.38   5.08   1.11    2.35 0.180 -1.562
  2.22 1682.06  34.36   5.10   1.12    2.35 0.181 -1.568
  2.23 1683.33  34.33   5.12   1.13    2.34 0.182 -1.574
  2.24 1684.60  34.31   5.14   1.14    2.33 0.183 -1.579
  2.25 1685.86  34.29   5.15   1.14    2.33 0.184 -1.585
  2.26 1687.12  34.26   5.17   1.15    2.32 0.185 -1.590
  2.27 1688.38  34.24   5.19   1.16    2.31 0.185 -1.596
  2.28 1689.63  34.22   5.21   1.17    2.31 0.186 -1.601
  2.29 1690.89  34.19   5.22   1.18    2.30 0.187 -1.607
  2.30 1692.14  34.17   5.24   1.19    2.29 0.188 -1.612
  2.31 1693.39  34.15   5.26   1.19    2.29 0.189 -1.618
  2.32 1694.64  34.13   5.28   1.20    2.28 0.190 -1.623
  2.33 1695.88  34.10   5.30   1.21    2.27 0.191 -1.629
  2.34 1697.13  34.08   5.31   1.22    2.27 0.192 -1.634
  2.35 1698.37  34.06   5.33   1.23    2.26 0.193 -1.639
  2.36 1699.60  34.03   5.35   1.24    2.26 0.194 -1.645
  2.37 1700.84  34.01   5.37   1.25    2.25 0.195 -1.650
  2.38 1702.07  33.99   5.39   1.26    2.24 0.196 -1.655
  2.39 1703.31  33.96   5.41   1.27    2.24 0.197 -1.661
  2.40 1704.53  33.94   5.43   1.28    2.23 0.198 -1.666
  2.41 1705.76  33.92   5.44   1.29    2.22 0.199 -1.671
  2.42 1706.99  33.90   5.46   1.30    2.22 0.200 -1.676
  2.43 1708.21  33.87   5.48   1.31    2.21 0.201 -1.682
  2.44 1709.43  33.85   5.50   1.32    2.21 0.202 -1.687
  2.45 1710.65  33.83   5.52   1.33    2.20 0.203 -1.692
  2.46 1711.86  33.81   5.54   1.34    2.19 0.204 -1.697
  2.47 1713.07  33.79   5.56   1.35    2.19 0.205 -1.702
  2.48 1714.28  33.76   5.58   1.36    2.18 0.206 -1.708
  2.49 1715.49  33.74   5.60   1.38    2.18 0.207 -1.713
  2.50 1716.70  33.72   5.62   1.39    2.17 0.208 -1.718
  2.51 1717.90  33.70   5.64   1.40    2.16 0.209 -1.723
  2.52 1719.10  33.68   5.66   1.41    2.16 0.210 -1.728
  2.53 1720.30  33.66   5.68   1.42    2.15 0.211 -1.733
  2.54 1721.49  33.64   5.70   1.44    2.15 0.212 -1.738
  2.55 1722.69  33.62   5.72   1.45    2.14 0.213 -1.743
  2.56 1723.88  33.60   5.75   1.46    2.14 0.214 -1.748
  2.57 1725.07  33.58   5.77   1.47    2.13 0.216 -1.753
  2.58 1726.25  33.56   5.79   1.49    2.13 0.217 -1.758
  2.59 1727.44  33.54   5.81   1.50    2.12 0.218 -1.763
  2.60 1728.62  33.52   5.83   1.51    2.12 0.219 -1.768
  2.61 1729.80  33.50   5.85   1.53    2.11 0.220 -1.773
  2.62 1730.98  33.49   5.87   1.54    2.11 0.221 -1.778
  2.63 1732.15  33.47   5.89   1.56    2.10 0.223 -1.783
  2.64 1733.32  33.45   5.92   1.57    2.09 0.224 -1.787
  2.65 1734.49  33.43   5.94   1.59    2.09 0.225 -1.792
  2.66 1735.66  33.41   5.96   1.60    2.08 0.226 -1.797
  2.67 1736.82  33.39   5.98   1.62    2.08 0.228 -1.802
  2.68 1737.98  33.37   6.01   1.63    2.07 0.229 -1.807
  2.69 1739.14  33.35   6.03   1.65    2.07 0.230 -1.812
  2.70 1740.30  33.33   6.05   1.67    2.06 0.232 -1.816
  2.71 1741.45  33.31   6.07   1.68    2.06 0.233 -1.821
  2.72 1742.60  33.29   6.10   1.70    2.05 0.234 -1.826
  2.73 1743.75  33.27   6.12   1.72    2.05 0.236 -1.830
  2.74 1744.89  33.25   6.14   1.74    2.04 0.237 -1.835
  2.75 1746.04  33.23   6.17   1.76    2.04 0.238 -1.840
  2.76 1747.17  33.21   6.19   1.77    2.03 0.240 -1.844
  2.77 1748.31  33.19   6.21   1.79    2.03 0.241 -1.849
  2.78 1749.45  33.16   6.24   1.81    2.02 0.243 -1.854
  2.79 1750.58  33.14   6.26   1.83    2.02 0.244 -1.858
  2.80 1751.70  33.12   6.29   1.85    2.01 0.246 -1.863
  2.81 1752.83  33.10   6.31   1.87    2.01 0.247 -1.867
  2.82 1753.95  33.08   6.34   1.89    2.00 0.249 -1.872
  2.83 1755.07  33.06   6.36   1.91    2.00 0.250 -1.876
  2.84 1756.19  33.04   6.39   1.94    1.99 0.252 -1.881
  2.85 1757.30  33.02   6.41   1.96    1.99 0.253 -1.885
  2.86 1758.41  33.00   6.44   1.98    1.98 0.255 -1.890
  2.87 1759.51  32.98   6.46   2.00    1.98 0.257 -1.894
  2.88 1760.62  32.95   6.49   2.03    1.97 0.258 -1.899
  2.89 1761.72  32.93   6.51   2.05    1.97 0.260 -1.903
  2.90 1762.82  32.91   6.54   2.08    1.96 0.262 -1.908
  2.91 1763.91  32.89   6.56   2.10    1.96 0.263 -1.912
  2.92 1765.00  32.87   6.59   2.13    1.95 0.265 -1.916
  2.93 1766.09  32.85   6.62   2.15    1.95 0.267 -1.921
  2.94 1767.17  32.84   6.64   2.18    1.94 0.269 -1.925
  2.95 1768.25  32.82   6.67   2.21    1.94 0.270 -1.929
  2.96 1769.33  32.80   6.70   2.24    1.93 0.272 -1.934
  2.97 1770.40  32.78   6.72   2.26    1.93 0.274 -1.938
  2.98 1771.48  32.77   6.75   2.29    1.92 0.276 -1.942
  2.99 1772.54  32.75   6.78   2.32    1.92 0.278 -1.946
  3.00 1773.61  32.73   6.80   2.35    1.92 0.280 -1.951
  3.01 1774.67  32.72   6.83   2.38    1.91 0.282 -1.955
  3.02 1775.73  32.70   6.86   2.42    1.91 0.284 -1.959
  3.03 1776.78  32.69   6.89   2.45    1.90 0.286 -1.963
  3.04 1777.83  32.67   6.92   2.48    1.90 0.288 -1.967
  3.05 1778.88  32.65   6.94   2.52    1.90 0.290 -1.971
  3.06 1779.92  32.64   6.97   2.55    1.89 0.292 -1.975
  3.07 1780.96  32.62   7.00   2.59    1.89 0.294 -1.979
  3.08 1782.00  32.61   7.03   2.63    1.88 0.296 -1.984
  3.09 1783.03  32.59   7.06   2.66    1.88 0.298 -1.988
  3.10 1784.06  32.58   7.09   2.70    1.88 0.301 -1.992
  3.11 1785.09  32.56   7.12   2.74    1.87 0.303 -1.996
  3.12 1786.11  32.55   7.15   2.78    1.87 0.305 -2.000
  3.13 1787.13  32.53   7.18   2.82    1.86 0.307 -2.004
  3.14 1788.14  32.52   7.21   2.86    1.86 0.310 -2.007
  3.15 1789.15  32.50   7.24   2.91    1.86 0.312 -2.011
  3.16 1790.16  32.49   7.27   2.95    1.85 0.315 -2.015
  3.17 1791.16  32.47   7.30   3.00    1.85 0.317 -2.019
  3.18 1792.16  32.46   7.33   3.05    1.84 0.320 -2.023
  3.19 1793.15  32.44   7.36   3.09    1.84 0.322 -2.027
  3.20 1794.14  32.43   7.39   3.14    1.84 0.325 -2.031
  3.21 1795.12  32.41   7.42   3.19    1.83 0.328 -2.034
  3.22 1796.10  32.40   7.46   3.25    1.83 0.330 -2.038
  3.23 1797.08  32.38   7.49   3.30    1.83 0.333 -2.042
  3.24 1798.05  32.37   7.52   3.35    1.82 0.336 -2.046
  3.25 1799.02  32.35   7.55   3.41    1.82 0.339 -2.049
  3.26 1799.98  32.34   7.59   3.47    1.82 0.342 -2.053
  3.27 1800.94  32.32   7.62   3.53    1.81 0.345 -2.057
  3.28 1801.89  32.31   7.65   3.59    1.81 0.348 -2.060
  3.29 1802.84  32.30   7.68   3.65    1.81 0.351 -2.064
  3.30 1803.78  32.28   7.72   3.71    1.80 0.354 -2.068
  3.31 1804.72  32.27   7.75   3.78    1.80 0.357 -2.071
  3.32 1805.65  32.25   7.79   3.85    1.79 0.361 -2.075
  3.33 1806.58  32.24   7.82   3.92    1.79 0.364 -2.078
  3.34 1807.50  32.23   7.85   3.99    1.79 0.367 -2.082
  3.35 1808.41  32.21   7.89   4.06    1.78 0.371 -2.085
  3.36 1809.32  32.20   7.92   4.14    1.78 0.375 -2.089
  3.37 1810.23  32.19   7.96   4.21    1.78 0.378 -2.092
  3.38 1811.13  32.17   7.99   4.29    1.77 0.382 -2.096
  3.39 1812.02  32.16   8.03   4.38    1.77 0.386 -2.099
  3.40 1812.91  32.15   8.07   4.46    1.77 0.390 -2.102
  3.41 1813.79  32.13   8.10   4.55    1.77 0.394 -2.106
  3.42 1814.67  32.12   8.14   4.64    1.76 0.398 -2.109
  3.43 1815.54  32.11   8.17   4.73    1.76 0.402 -2.112
  3.44 1816.40  32.10   8.21   4.83    1.76 0.406 -2.115
  3.45 1817.25  32.08   8.25   4.92    1.75 0.411 -2.119
  3.46 1818.10  32.07   8.28   5.03    1.75 0.415 -2.122
  3.47 1818.95  32.06   8.32   5.13    1.75 0.420 -2.125
  3.48 1819.78  32.05   8.36   5.24    1.74 0.424 -2.128
  3.49 1820.61  32.03   8.40   5.35    1.74 0.429 -2.131
  3.50 1821.43  32.02   8.44   5.46    1.74 0.434 -2.134
  3.51 1822.24  32.01   8.47   5.58    1.74 0.439 -2.137
  3.52 1823.05  32.00   8.51   5.70    1.73 0.444 -2.140
  3.53 1823.85  31.99   8.55   5.83    1.73 0.450 -2.143
  3.54 1824.64  31.98   8.59   5.96    1.73 0.455 -2.146
  3.55 1825.42  31.96   8.63   6.09    1.72 0.461 -2.149
  3.56 1826.19  31.95   8.67   6.23    1.72 0.466 -2.152
  3.57 1826.95  31.94   8.71   6.38    1.72 0.472 -2.155
  3.58 1827.71  31.93   8.75   6.52    1.72 0.478 -2.158
  3.59 1828.46  31.92   8.79   6.68    1.71 0.485 -2.160
  3.60 1829.19  31.91   8.83   6.83    1.71 0.491 -2.163
  3.61 1829.92  31.90   8.87   7.00    1.71 0.498 -2.166
  3.62 1830.64  31.89   8.92   7.17    1.71 0.504 -2.168
  3.63 1831.35  31.88   8.96   7.34    1.70 0.511 -2.171
  3.64 1832.04  31.87   9.00   7.52    1.70 0.519 -2.174
  3.65 1832.73  31.86   9.04   7.71    1.70 0.526 -2.176
  3.66 1833.40  31.85   9.09   7.91    1.70 0.534 -2.179
  3.67 1834.07  31.84   9.13   8.11    1.70 0.541 -2.181
  3.68 1834.72  31.83   9.17   8.32    1.69 0.549 -2.184
  3.69 1835.36  31.82   9.22   8.54    1.69 0.558 -2.186
  3.70 1835.99  31.81   9.26   8.76    1.69 0.566 -2.188
  3.71 1836.60  31.80   9.30   8.99    1.69 0.575 -2.190
  3.72 1837.21  31.79   9.35   9.24    1.68 0.584 -2.193
  3.73 1837.80  31.79   9.39   9.49    1.68 0.594 -2.195
  3.74 1838.37  31.78   9.44   9.75    1.68 0.604 -2.197
  3.75 1838.93  31.77   9.48  10.02    1.68 0.614 -2.199
  3.76 1839.48  31.76   9.53  10.30    1.68 0.624 -2.201
  3.77 1840.01  31.75   9.57  10.59    1.68 0.635 -2.203
  3.78 1840.52  31.75   9.62  10.89    1.67 0.646 -2.205
  3.79 1841.02  31.74   9.67  11.21    1.67 0.658 -2.207
  3.80 1841.50  31.73   9.72  11.54    1.67 0.670 -2.208
  3.81 1841.96  31.73   9.76  11.88    1.67 0.682 -2.210
  3.82 1842.41  31.72   9.81  12.24    1.67 0.695 -2.212
  3.83 1842.84  31.71   9.86  12.61    1.67 0.708 -2.213
  3.84 1843.24  31.71   9.91  12.99    1.66 0.722 -2.215
  3.85 1843.63  31.70   9.96  13.40    1.66 0.737 -2.216
  3.86 1844.00  31.70  10.00  13.81    1.66 0.751 -2.217
  3.87 1844.34  31.69  10.05  14.25    1.66 0.767 -2.219
  3.88 1844.66  31.69  10.10  14.71    1.66 0.783 -2.220
  3.89 1844.96  31.68  10.15  15.18    1.66 0.800 -2.221
  3.90 1845.23  31.68  10.20  15.68    1.66 0.817 -2.222
  3.91 1845.48  31.68  10.26  16.20    1.66 0.835 -2.223
  3.92 1845.70  31.67  10.31  16.74    1.66 0.854 -2.224
  3.93 1845.90  31.67  10.36  17.31    1.66 0.873 -2.224
  3.94 1846.06  31.67  10.41  17.90    1.66 0.894 -2.225
  3.95 1846.20  31.67  10.46  18.52    1.65 0.915 -2.225
