!    date      hour    Tpot(0)   Ur(0)   tidal   demid    e    rheo   hmaxid  fileout
! ========== ======== ========= ======= ======= ======= ===== ======= ====== ======================
  29/08/2023 10:26:34 1350.00   0.08     no     1       0.055 and     K06    K06_20230829102634.out
  29/08/2023 10:26:47 1350.00   0.23     no     1       0.055 and     K06    K06_20230829102647.out
  29/08/2023 10:26:54 1350.00   0.38     no     1       0.055 and     K06    K06_20230829102654.out
  29/08/2023 10:27:04 1350.00   0.08    yes     1       0.055 and     K06    K06_20230829102704.out
  29/08/2023 10:27:09 1350.00   0.23    yes     1       0.055 and     K06    K06_20230829102709.out
  29/08/2023 10:27:16 1350.00   0.38    yes     1       0.055 and     K06    K06_20230829102716.out
  03/09/2023 16:35:17 1350.00   0.30     no     1       0.055 and     K06    K06_20230903163517.out
  03/09/2023 16:46:07 1350.00   0.15     no     1       0.055 and     K06    K06_20230903164607.out
