# age (Ga)    Tp (K)
3.52	1473
3.34	1620
3.45	1550
3.075	1560
3.075	1532
2.8	    1591
2.8	    1602
2.5	    1610
2.5	    1539
1.765	1510
2.056	1533
1.3	    1515
0.8	    1473
0.8	    1449
0.8	    1488
1.87	1604
1.87	1548
1.87	1569
1.87	1549
1.87	1556
1.87	1568
1.87	1530
1.87	1524
1.87	1526
1.87	1548
1.87	1560
1.87	1567
2.55	1641
0.46	1444
3.255	1625
2.7	    1562
2.98	1509
2.7	    1558
